City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
674,Pedasi,PA,78.06,overcast clouds,7.5333,-80.0333,Selina Pedasi
676,Grand Gaube,MU,79.2,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
679,Byron Bay,AU,80.71,scattered clouds,-28.65,153.6167,Backpackers Inn
680,Takoradi,GH,80.4,broken clouds,4.8845,-1.7554,Raybow International Hotel
682,Tutoia,BR,85.98,overcast clouds,-2.7619,-42.2744,Pousada Guará's
684,Marsh Harbour,BS,77.45,overcast clouds,26.5412,-77.0636,Abaco Beach Resort
686,Katherine,AU,77.32,broken clouds,-14.4667,132.2667,Pine Tree Motel
693,Kupang,ID,77.58,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
694,Aparecida Do Taboado,BR,82.13,broken clouds,-20.0867,-51.0936,Aritana
702,Celestun,MX,76.55,broken clouds,20.8667,-90.4,Posada Lilia
